cellID,cx,cy,p1,p2,p3,nbr12,nbr23,nbr31,n12x,n12y,n23x,n23y,n31x,n31y
1249,-0.00393262030738,0.32473696606518,1009,879,880,1672,1502,1673,-0.940870820209388,0.33876555267399,0.11592229511885,-0.993258285389243,0.69974936109828,0.714388431907005
1250,-0.41269884818986,-0.348105262933056,711,587,588,1251,1035,1065,0.465264357636747,0.885171778533899,-1.0,-0.0,0.521412190176313,-0.853304944281668
1251,-0.403986107763907,-0.332953747781541,711,710,587,1614,1109,1250,0.999840322569205,0.0178697891623877,-0.501503756751631,0.865155466932967,-0.465264357636747,-0.885171778533899
1252,-0.270577977799951,-0.193876815746368,914,915,663,1926,1171,1725,-0.677637926227596,-0.735395703643938,0.967705149297438,-0.252084795303532,-0.0964121050172904,0.995341502202202
1253,-0.37593859725834,-0.134556085923393,811,704,812,1162,983,1696,-0.493197073014369,0.869917609414857,-0.430359379649936,-0.90265763407137,0.999995150417978,-0.0031143443171102
1254,0.236348136270299,-0.17137340142486,658,521,522,1091,914,1431,0.870166188025327,0.49275836392442,-0.827815430166107,0.561000546861501,-0.111100943490745,-0.993809126721759
1255,0.386220788499837,-0.243181597714703,847,739,740,1416,1107,1225,-0.501726256014044,-0.865026452789815,0.999518316254789,-0.0310344239706604,-0.52330393344421,0.852146110266201
1256,-0.28805042699571,0.412623477497369,685,558,559,1184,835,1216,0.864014069830286,-0.503467662452422,-5.49560397189452e-15,1.0,-0.878283399209165,-0.478140429867203
1257,-0.246182268472834,0.222130314873888,900,871,979,1714,1388,1920,-0.137830002201345,-0.990455900327307,0.968957688369498,0.247226612947796,-0.795448932229106,0.606020623589309
1258,0.0449002312362141,-0.412254704655203,725,604,605,1242,1123,831,-0.888273555407999,0.459314805730048,0.009775343420393,-0.999952220189052,0.858246638555191,0.513237476621412
1259,0.0901074253722935,-0.385507339873337,834,726,727,1621,927,1050,-0.888751842251053,0.458388659213292,-0.0343616428892291,-0.999409464382819,0.863526252870059,0.504303887159513
1260,-0.255454709778387,0.147612925196964,1107,501,897,1999,1228,699,0.738301652813571,-0.674470658704105,0.22289484255376,0.974842494541008,-0.850350389968364,-0.526216889011225
1261,-0.38477841245642,0.150772174324453,802,694,695,1487,1229,1513,0.489447550364406,0.872032737597782,-0.999393446591269,-0.0348244010777619,0.488172669308719,-0.872747068136009
1262,0.389327032813616,-0.397999970302524,1086,761,616,2035,1164,1165,-0.52405155948978,0.851686540340006,-0.669629517473423,-0.74269530046198,0.997609999569786,-0.0690962282499651
1263,0.332977163817181,-0.403519584037371,734,614,735,1275,990,1492,-0.867354323661622,-0.497691146420639,0.884657090517987,-0.466242246258584,-0.0430685205471489,0.999072120789025
1264,0.40381715348952,0.242693966382264,756,755,638,1386,1152,1323,-0.999454457811705,-0.0330270610304644,0.501503756751636,-0.865155466932964,0.506560139274691,0.862204630756531
1265,0.237653465861199,0.170677246943656,655,513,514,1086,1111,1625,-0.102807811378728,0.994701238523164,-0.836554227207337,-0.547884134595569,0.87454007181935,-0.48495325834786
1266,0.216134846908753,-0.216716088646363,875,869,771,1648,1430,1168,0.747784235247673,-0.663941817868894,0.157480427488006,0.987522108592104,-0.986585279078448,-0.16324670626295
1267,0.303689488817794,-0.386179778375666,841,733,734,1477,129,1475,-0.858578690344283,0.51268180432574,-0.0122214624505404,-0.999925315138871,0.888494672497311,0.458886932635803
1268,-0.412872595740475,-0.196969696969696,706,582,583,1325,700,1269,0.501503756751624,0.865155466932971,-1.0,-9.15933995315759e-15,0.501503756751636,-0.865155466932965
1269,-0.404159855314522,-0.212121212121211,706,583,707,1268,701,1140,-0.501503756751636,0.865155466932965,-0.501503756751634,-0.865155466932965,1.0,1.28230759344204e-14
1270,0.0367000213582772,-0.320992921246751,999,660,882,1347,1488,1524,0.940286791697587,-0.340383238951418,-0.115312194719597,0.993329299753586,-0.778171702849107,-0.628051590942115
1271,0.0144006221583884,-0.377550379833471,831,724,832,1470,1243,1634,-0.848800762817706,-0.528712837975475,0.903152419676531,-0.429320051747444,-0.10572818909681,0.994395067380319
1272,0.277668334883555,0.0099254761594519,765,517,361,1443,1116,907,0.951895264506839,0.306423571889395,-0.75308393433473,0.657924454513528,0.0280271495102703,-0.999607162284429
1273,0.304907059104368,-0.03106166334353,877,518,657,1371,1007,1574,-0.352105524488686,0.935960308786942,-0.628725238801498,-0.777627529151328,0.983339696375647,-0.181777450559331
1274,0.245203412289276,-0.221297686220386,909,869,977,1224,1648,1767,0.0808007782143689,0.996730271557934,-0.965666079029182,-0.259786496593658,0.829244743005962,-0.558885637851767
1275,0.318149215019329,-0.412707730297673,734,613,614,129,860,1263,-0.865450070774691,0.500995184603686,0.010939177760855,-0.999940165404869,0.867354323661622,0.497691146420639
1276,-0.360662685676514,-0.318646697716594,986,817,818,1494,1615,1629,0.495488964854461,0.868614232963894,-0.996629115301835,0.0820390549231354,0.462279320410363,-0.886734362659378
1277,-0.351093802805298,-0.3770920254024,820,819,712,1613,2050,1419,0.0877654373690693,0.996141168712254,-0.861080554487032,-0.508468562139594,0.854575022184348,-0.519327961367979
1278,-0.387277876968116,0.0004956447568803,807,699,700,1569,1293,1334,0.490533509613844,0.87142232926746,-0.999799622775952,-0.0200178494615403,0.522941254914007,-0.852368725323122
1279,-0.376402751260763,0.0743979078459185,804,697,805,1483,938,1480,-0.396400619952192,0.918077637513036,-0.522741866924896,-0.852491020811289,0.997473914943051,-0.0710337174036621
1280,-0.412872595740475,0.0757575757575763,697,573,574,1281,904,1321,0.501503756751628,0.865155466932969,-1.0,-5.495603971894541e-15,0.501503756751635,-0.865155466932965
1281,-0.403814761974231,0.0908375061729124,697,696,573,1483,897,1280,0.999408566879031,-0.0343877368955916,-0.481704197748418,0.876333878080468,-0.501503756751628,-0.865155466932969
1282,0.136176781453674,0.412456596283506,671,544,545,1307,1021,1283,0.867384880774887,-0.497637889034924,9.15933995315753e-15,1.0,-0.882554024238226,-0.470211010399493
1283,0.120843072097759,0.40334668969289,671,545,672,1282,1226,1190,0.882554024238226,0.470211010399493,-0.867132319877307,0.498077845144914,-0.0018653533867504,-0.999998260226858
1284,0.0151111188970459,-0.412812947947997,724,603,604,1285,1051,1242,-0.865155466932962,0.50150375675164,0.0059287380541757,-0.9999824248781,0.86540791564345,0.501067998919966
1285,-0.0001875750303468,-0.404483328549154,724,723,603,1470,969,1284,-0.031424484167265,0.9995061289431,-0.848235061703061,-0.529619939293835,0.865155466932962,-0.50150375675164
1286,0.412872595740475,0.196969696969697,754,636,637,1287,839,1232,-0.501503756751643,-0.865155466932961,1.0,-1.0991207943789e-14,-0.501503756751622,0.865155466932973
1287,0.404047550510614,0.181737715389364,754,753,636,1058,599,1286,-0.999939171722902,0.0110296352667029,0.502630064994787,-0.864501600787029,0.501503756751643,0.865155466932961
1288,-0.0755245729611032,0.41255207229342,678,551,552,1289,207,961,0.882362613396981,-0.470570099431796,9.159339953157521e-15,1.0,-0.863191739410738,-0.504876243264688
1289,-0.0601182361612226,0.40356881983435,678,677,551,1444,1178,1288,0.0049403979695645,-0.999987796159484,0.861050716455908,0.508519088816504,-0.882362613396981,0.470570099431796
1290,-0.403877502672415,-0.242660666832642,708,707,584,1465,701,858,0.999627191969789,0.0273034260596631,-0.501503756751633,0.865155466932966,-0.506713790043628,-0.86211433985268
1291,-0.376207548772454,-0.164275304290912,813,812,705,1782,983,1460,0.999258549424881,-0.0385013168772633,-0.518160917874311,0.85528314796192,-0.482522482891626,-0.875883584447214
1292,-0.412866871792675,-0.0149557321801795,700,576,577,1293,932,1335,0.486495050471447,0.873683332716599,-1.0,-0.0,0.515594412484421,-0.856832773541515
1293,-0.404347351411846,0.000226894380936,700,699,576,1278,939,1292,0.999799622775952,0.0200178494615403,-0.512263228821678,0.858828495333724,-0.486495050471447,-0.873683332716599
1294,0.412548560328642,0.318097709931204,758,640,641,1322,778,1295,-0.49356370641809,-0.869709645632861,0.999881382171037,0.0154019994720168,-0.496029105247806,0.868305894686349
1295,0.403272425660502,0.33289237678107,758,641,759,1294,977,712,0.496029105247806,-0.868305894686349,0.463243689252627,0.886230943020845,-0.999185951783342,-0.0403414645100633
1296,0.33461200908632,0.386897687931435,772,664,665,1438,1012,1408,0.849557617883767,-0.527495833059996,-0.0023204041948796,0.999997307858562,-0.863620081857194,-0.504143188204476
1297,0.303945350489173,0.386307771438562,773,665,666,1408,1159,1537,0.867444077058007,-0.49753469545046,-0.0098868263485517,0.999951124137952,-0.857140734514485,-0.515082285888351
1298,0.404445907595491,-0.0303254924684302,747,746,629,1558,984,423,-0.999948386121503,0.0101599750492972,0.504874788063922,-0.863192590548256,0.507685533524431,0.861542453422937
1299,0.412872595740475,0.0151515151515149,748,630,631,1337,732,1138,-0.50150375675164,-0.865155466932962,1.0,-1.09912079437891e-14,-0.501503756751621,0.865155466932973
1300,-0.412691001529119,-0.288031670076232,709,585,586,1151,892,1108,0.504958553789371,0.863143591156736,-1.0,-5.4956039718945304e-15,0.48235262385241,-0.875977137979465
1301,-0.228997590944601,-0.228152976763655,978,870,872,1776,1341,1619,0.261352276383252,-0.965243486188481,0.664006394614893,0.747726893932892,-0.973902292321741,0.226967673932784
1302,-0.201709088071658,0.251633655317018,902,874,651,1598,1504,1650,-0.995074712636817,-0.0991277774932762,0.632323379407905,-0.774704552622589,0.31032431223733,0.950630749152597
1303,-0.258562421103243,0.376898640867365,792,791,684,1463,627,1462,0.0527987000315184,-0.998605175870314,0.858037725815777,0.51358666364781,-0.858899992615704,0.512143341931479
1304,0.211999828635242,-0.386922420373093,838,730,731,1478,1305,1373,-0.865700394771186,0.500562510075428,7.32747196252612e-15,-1.0,0.854957374050953,0.518698263498056
1305,0.212121212121212,-0.404159855314522,731,730,610,1304,135,1338,-7.32747196252612e-15,1.0,-0.865155466932971,-0.501503756751625,0.86515546693297,-0.501503756751626
1306,0.166362636922858,0.412299825952532,670,543,544,1358,514,1307,0.866286134733788,-0.499548128580214,-1.83186799063149e-15,1.0,-0.89041339109917,-0.455152713878843
1307,0.15102426686138,0.403171086069611,670,544,671,1306,1282,1590,0.89041339109917,0.455152713878843,-0.867384880774887,0.497637889034924,-0.0157004801509054,-0.999876739864985
1308,-0.21600517668036,0.21610011818426,874,871,768,1388,1389,1505,-0.716487535723954,0.697599893314367,-0.158342120745845,-0.987384308563646,0.988311309484953,0.152449190040938
1309,-0.318582882263367,0.377259252228107,793,686,794,1217,1400,1818,0.892122818145798,0.451792958492715,-0.860275452559539,0.509829526139356,-0.0609728500303158,-0.998139424909757
1310,-0.196969696969697,-0.412872595740475,717,596,597,1311,871,1060,-0.865155466932971,0.501503756751625,7.327471962526071e-15,-1.0,0.865155466932963,0.501503756751638
1311,-0.212121212121213,-0.404159855314522,717,716,596,1484,410,1310,-1.83186799063153e-15,1.0,-0.865155466932967,-0.501503756751632,0.865155466932971,-0.501503756751625
1312,0.300522837596685,-0.0657368869919203,886,657,519,1450,1007,832,0.997118960156771,-0.0758536702861487,-0.395885121035144,0.918300044072192,-0.573862643750007,-0.818951565178462
1313,0.357978612385033,-0.165423712884002,966,849,850,1669,1605,1006,-0.479106953839714,-0.877756530469828,0.998663436225054,0.0516850185950253,-0.489381968444248,0.872069543649836
1314,-0.0798149338333526,0.288746166046002,1118,506,887,2057,1538,874,-0.0019095810454921,-0.999998176748453,0.85561002370326,0.517620988116311,-0.937093500869385,0.349078459129692
1315,-0.134922442302193,0.375994590223205,787,680,788,1024,1355,834,0.869250194704521,0.494372429455924,-0.894385624109735,0.447296719623383,-0.0095831933829328,-0.999954080147976
1316,0.0651138100583781,0.299754552520091,889,653,509,1616,922,485,0.0691581525521271,0.99760570865226,-0.932343488179635,-0.361573809960055,0.809141890682517,-0.587613308854319
1317,0.0600011303779811,0.386328268919703,781,673,674,594,1329,487,0.854101261873923,-0.520106752951134,0.0453351629807782,0.998971832934996,-0.89893819302449,-0.438075478795453
1318,0.377930198164531,0.0141168306674203,856,855,748,1398,1370,1336,-0.996518829449089,-0.0833679947786771,0.536971322924071,-0.843600496892441,0.423682622438474,0.905810706187368
1319,0.349241425743452,-0.057046673819915,1000,988,853,1639,1575,1638,-0.997656012502691,0.0684286542117434,0.393396710359733,-0.91936882059277,0.532797992461055,0.846242458890754
1320,-0.412956485342137,0.0454478266016491,698,574,575,1321,1055,1067,0.505640027890637,0.862744552109578,-1.0,-0.0,0.504638965174636,-0.863330478338088
1321,-0.404243744916184,0.0605993417531643,698,697,574,938,1280,1320,0.999965560514243,-0.0082992641502306,-0.501503756751635,0.865155466932965,-0.505640027890637,-0.862744552109578
1322,0.40374476425043,0.303201915825611,757,640,758,1343,1294,1342,0.477553602048842,-0.878602616186736,0.49356370641809,0.869709645632861,-0.999970657315729,0.0076605814106916
1323,0.412529893915473,0.257845481533779,756,638,639,1264,855,1087,-0.506560139274691,-0.862204630756531,1.0,-7.327471962526011e-15,-0.466874706997585,0.884323474734172
1324,-0.4123554080171,-0.166107573307303,705,581,582,1174,501,1325,0.437558387882334,0.899190000608221,-1.0,7.327471962526041e-15,0.519364587198113,-0.854552763476038
1325,-0.403642667591147,-0.181259088458818,705,582,706,1324,1268,1460,-0.519364587198113,0.854552763476038,-0.501503756751624,-0.865155466932971,0.998825162726572,-0.0484592024721463
1326,-0.347858097013798,0.411903193745789,687,560,561,848,849,1327,0.886210676075257,-0.463282459856011,-0.0096769841400674,0.999953176892775,-0.86595524911976,-0.500121491761686
1327,-0.361481253983144,0.403518038151833,687,561,760,1326,1215,1195,0.86595524911976,0.500121491761686,-0.915493342760793,0.402333119890307,-0.082863394068715,-0.996560915309954
1328,0.0455016590989616,0.413072247747078,674,547,548,1329,1119,944,0.862124798667157,-0.506695995171773,3.66373598126303e-15,1.0,-0.857947627141894,-0.513737159529651
1329,0.0604874739077104,0.404110414961143,674,673,547,1317,996,1328,-0.0453351629807782,-0.998971832934996,0.878038359142704,0.478590263037171,-0.862124798667157,0.506695995171773
1330,0.16638924344729,-0.412338641897752,729,608,609,1331,747,597,-0.888597373007271,0.45868802980302,5.49560397189449e-15,-1.0,0.866457334713902,0.499251126308676
1331,0.151066612791154,-0.403239631516387,729,728,608,1147,1146,1330,-0.0147746037697601,0.999890849584817,-0.867330685055733,-0.497732340481059,0.888597373007271,-0.45868802980302
1332,0.376372878277154,0.105427405755059,858,751,859,1466,1129,1333,0.4969447960999,-0.867782155629642,0.452457762302163,0.891785833781026,-0.999998241125124,0.0018755656901774
1333,0.357389617375046,0.104887154238095,969,858,859,1831,1332,1787,-0.462819382507724,-0.88645260402075,0.999998241125124,-0.0018755656901774,-0.494113765775507,0.869397254694968
1334,-0.377920400819172,-0.0137779701740433,807,700,808,1278,1219,1511,-0.522941254914007,0.852368725323122,-0.428007705956815,-0.903775084654133,0.996377047395507,0.08504574900259
1335,-0.403866158704264,-0.0298067086994931,700,577,701,1292,208,1219,-0.515594412484421,0.856832773541515,-0.46672711503444,-0.884401379517031,0.999601617948998,0.0282241987263685
1336,0.385964518110868,0.0293219872798795,856,748,749,1318,1138,1514,-0.423682622438474,-0.905810706187368,0.999468602914452,0.0325961928487732,-0.535330135347143,0.844642910459331
1337,0.404353999213182,-3.07080507690802e-05,747,630,748,423,1299,1370,0.512274211204452,-0.85882194460485,0.50150375675164,0.865155466932962,-0.999816459580932,-0.0191584746535338
1338,0.227272727272727,-0.412872595740475,731,610,611,1305,634,1339,-0.86515546693297,0.501503756751626,7.327471962526e-15,-1.0,0.865155466932964,0.501503756751638
1339,0.242725284929778,-0.403880810277699,731,611,732,1338,1112,1121,-0.865155466932964,-0.501503756751638,0.859322524510959,-0.511434061114541,-0.0268163118043009,0.999640378046633
1340,-0.180533149933016,-0.335029494510348,1034,950,951,1959,1823,1578,-0.884778116479041,0.466012536955607,0.173136240533798,-0.98489788415542,0.742907649399357,0.669393923234982
1341,-0.21672074081213,-0.216132013849839,872,870,770,1301,988,1415,-0.664006394614893,-0.747726893932892,0.987435744346165,-0.158021045394388,-0.163246706262937,0.98658527907845
1342,0.385731865233127,0.303616305223894,865,757,758,1449,1322,1387,-0.503988536732004,-0.863710341979725,0.999970657315729,-0.0076605814106916,-0.451981142157905,0.892027492364241
1343,0.41262709129852,0.288060149557888,757,639,640,1087,1013,1322,-0.504318583955436,-0.863517669695985,1.0,5.49560397189452e-15,-0.477553602048842,0.878602616186736
1344,0.376879951520215,0.258642596796362,864,863,756,1042,1386,1448,-0.998855986930142,-0.0478196337691105,0.514111921594218,-0.857723109211067,0.511110193077233,0.859515195056232
1345,0.215763551549423,0.21563180310175,873,769,868,533,1233,1740,-0.981905528079278,0.189371417926131,0.176333847188475,-0.984330419288011,0.695458703177962,0.718566066673085
1346,0.068104782967042,-0.319218663525208,991,891,660,1632,1383,1347,0.93556796693369,-0.353146682339735,-0.0211128429475381,0.999777099088928,-0.815562169103969,-0.578669463792957
1347,0.0540508257378457,-0.329326076411212,991,660,999,1346,1270,1633,0.815562169103969,0.578669463792957,-0.940286791697587,0.340383238951418,0.0314727492043058,-0.999504610323296
1348,-0.358490742727901,-0.0418838947245466,998,808,809,1654,1426,1608,0.404186254980098,0.914676703149896,-0.999773338236537,-0.0212901890872395,0.56214344472837,-0.827039749678891
1349,-0.378204356832954,0.0448967593199825,806,805,698,1412,938,1568,0.994363713150701,-0.1060226672422,-0.436103461356963,0.899896533492865,-0.52043040167322,-0.853904091227025
1350,0.412872595740475,-0.196969696969697,741,623,624,1351,973,1106,-0.50150375675163,-0.865155466932968,1.0,3.6637359812630505e-15,-0.501503756751632,0.865155466932967
1351,0.404159855314522,-0.212121212121212,741,740,623,1626,978,1350,-1.0,7.32747196252606e-15,0.501503756751631,-0.865155466932967,0.50150375675163,0.865155466932968
1352,0.386742217536667,-0.334719619986672,844,736,737,1420,1207,1474,-0.525142488331515,-0.851014316535853,0.999976410228906,0.0068686960705729,-0.513280227040454,0.858221072060865
1353,0.173221197736511,-0.306821014324987,1035,911,1050,1889,1702,1698,0.987355017081855,-0.158524667617659,-0.399445722819571,0.916756845909072,-0.401392643713388,-0.915906079012896
